,代號,名稱,年月,股本--金融機構,資產--金融機構,權益--金融機構,稅前損益--金融機構,授信總額--金融機構,存款--金融機構,放款--金融機構,權益比率--金融機構,資產報酬率(稅前)--金融機構,存放比率--金融機構,催收款--金融機構,逾期放款--金融機構,甲類逾期放款--金融機構,乙類逾期放款--金融機構,放款(含催收款)--金融機構,逾放比率--金融機構,備抵呆帳--金融機構,資產合計,約定融資額度,應收保證款項,應收信用狀款項,信託資產
1344,5835,國泰世華,2018-06-01,91198,2766149,191034,13146.0,1514587,2118874,1498632,6.91,0.48,70.73,2477.0,2949.0,2475.0,474.0,1501108.0,0.2,23257.0,2766144.0,655850.0,7926.0,4670.0,460955.0
1345,5835,國泰世華,2018-09-01,91198,2757177,197212,21067.0,1551016,2158656,1536994,7.15,0.76,71.2,2039.0,2511.0,2064.0,446.0,1539033.0,0.16,23510.0,2757177.0,633438.0,8578.0,4640.0,473741.0
1346,5835,國泰世華,2018-12-01,91198,2770714,201764,24024.0,1575156,2190533,1555361,7.28,0.87,71.0,2060.0,2563.0,2057.0,506.0,1557421.0,0.16,23879.0,2770709.0,676108.0,13534.0,4218.0,503895.0
1347,5835,國泰世華,2019-03-01,91198,2812217,211731,7119.0,1603386,2211677,1583234,7.53,0.25,71.59,2153.0,2870.0,2150.0,719.0,1585387.0,0.18,24804.0,2812220.0,626463.0,14154.0,4386.0,493212.0
1348,5835,國泰世華,2019-06-01,96658,2824802,211443,14321.0,1543510,2223503,1523327,7.49,0.51,68.51,2338.0,3155.0,2337.0,818.0,1525665.0,0.21,25550.0,2824807.0,737560.0,14229.0,5557.0,486065.0
1349,5835,國泰世華,2019-09-01,96658,2899916,213526,21396.0,1532787,2256632,1513099,7.36,0.74,67.05,2495.0,3221.0,2494.0,726.0,1515594.0,0.21,25363.0,2899915.0,641775.0,13506.0,5414.0,501845.0
1350,5835,國泰世華,2019-12-01,101658,2882974,227563,25303.0,1530894,2292920,1512160,7.89,0.88,65.95,1742.0,2286.0,1742.0,544.0,1513902.0,0.15,25983.0,2882969.0,684106.0,12957.0,4497.0,499609.0
1351,5835,國泰世華,2020-03-01,101658,2979043,231083,8626.0,1517983,2360676,1499761,7.76,0.29,63.53,1570.0,2215.0,1569.0,646.0,1501331.0,0.15,26355.0,2979045.0,674352.0,13178.0,6458.0,475577.0
1352,5835,國泰世華,2020-06-01,106986,2961326,230389,15608.0,1588562,2389282,1568314,7.78,0.53,65.64,1453.0,1998.0,1452.0,546.0,1569767.0,0.13,26583.0,2961324.0,616269.0,13273.0,4751.0,495641.0
1353,5835,國泰世華,2020-09-01,106986,2996316,236247,21536.0,1584775,2454519,1559957,7.88,0.72,63.55,1970.0,2488.0,1988.0,500.0,1561928.0,0.16,26391.0,2996315.0,658015.0,15394.0,5343.0,517701.0
1354,5835,國泰世華,2020-12-01,106986,3124395,242297,25022.0,1643666,2575542,1618810,7.76,0.8,62.85,1785.0,2274.0,1779.0,495.0,1620594.0,0.14,26846.0,3124390.0,702646.0,17072.0,5732.0,525889.0
1355,5835,國泰世華,2021-03-01,106986,3165745,248453,7226.0,1723199,2623086,1697808,7.85,0.23,64.73,2725.0,3233.0,2723.0,510.0,1700534.0,0.19,27583.0,3165744.0,736031.0,17044.0,6821.0,546051.0
1356,5835,國泰世華,2021-06-01,106986,3276237,238218,13894.0,1764413,2704858,1738190,7.27,0.42,64.26,3046.0,3643.0,3047.0,596.0,1741237.0,0.21,27805.0,3276237.0,709025.0,17649.0,7142.0,553867.0
1357,5835,國泰世華,2021-09-01,106986,3307811,242002,21285.0,1781013,2784331,1752774,7.32,0.64,62.95,2561.0,3104.0,2562.0,542.0,1755336.0,0.18,28282.0,3307808.0,717921.0,18967.0,7436.0,558233.0
1358,5835,國泰世華,2021-12-01,106986,3379991,246264,26716.0,1785221,2861608,1760386,7.29,0.79,61.52,1138.0,1578.0,1140.0,438.0,1761524.0,0.09,28064.0,3379987.0,742995.0,18243.0,6567.0,569339.0
1359,5835,國泰世華,2022-03-01,106986,3474806,246365,8048.0,1843950,2912575,1818232,7.09,0.23,62.43,924.0,1478.0,926.0,552.0,1819156.0,0.08,28721.0,3474809.0,748615.0,18547.0,9911.0,619007.0
1360,5835,國泰世華,2022-06-01,108599,3548915,228052,15801.0,1909310,2989007,1885048,6.43,0.45,63.07,1005.0,1568.0,1007.0,560.0,1886052.0,0.08,29723.0,3548915.0,789976.0,18348.0,7409.0,621257.0
1361,5835,國泰世華,2022-09-01,108599,3715648,231708,24672.0,1977182,3087932,1950365,6.24,0.66,63.16,1135.0,1663.0,1143.0,520.0,1951500.0,0.09,30855.0,3715648.0,849153.0,19810.0,6565.0,634656.0
1362,5835,國泰世華,2022-12-01,108599,3761095,237734,30780.0,2019469,3168447,1993385,6.32,0.82,62.91,950.0,1510.0,953.0,557.0,1994334.0,0.08,32459.0,3761096.0,881947.0,19614.0,6869.0,659036.0
1363,5835,國泰世華,2023-03-01,108599,3883262,250908,10939.0,2091585,3216551,2065975,6.46,0.28,64.23,885.0,1532.0,886.0,646.0,2066861.0,0.07,33345.0,3883259.0,874938.0,19643.0,6338.0,688122.0
1364,5835,國泰世華,2023-06-01,108599,4080600,255771,21101.0,2130144,3404313,2104150,6.27,0.52,61.81,961.0,1894.0,962.0,932.0,2105111.0,0.09,34307.0,4080603.0,930653.0,19807.0,6995.0,701530.0
1365,5835,國泰世華,2023-09-01,108599,4151949,259485,30739.0,2210809,3438700,2183679,6.25,0.74,63.5,1258.0,2066.0,1265.0,801.0,2184937.0,0.09,35466.0,4151949.0,958509.0,20820.0,6821.0,726994.0
1366,5836,台北富邦銀,2002-12-01,23377,738079,49310,0.0,424403,507987,364039,6.68,0.68,71.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933443.0,70960.0,58849.0,9949.0,50106.0
1367,5836,台北富邦銀,2003-03-01,23377,736081,50391,0.0,424406,509239,363461,6.85,0.0,71.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938678.0,5463.0,59870.0,9478.0,57534.0
1368,5836,台北富邦銀,2003-06-01,23377,734391,48410,0.0,443156,506930,380323,6.59,0.0,75.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951073.0,5179.0,62352.0,8017.0,69725.0
1369,5836,台北富邦銀,2003-09-01,23377,763379,49342,0.0,455293,523264,390663,6.46,0.0,74.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988298.0,6774.0,62151.0,10059.0,73942.0
1370,5836,台北富邦銀,2003-12-01,23377,789142,50318,0.0,432784,521614,370737,6.38,0.54,71.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991633.0,9685.0,60105.0,10140.0,86339.0
1371,5836,台北富邦銀,2004-03-01,23377,818058,50662,0.0,433270,536228,368521,6.19,0.0,68.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074684.0,6787.0,61475.0,11108.0,93853.0
1372,5836,台北富邦銀,2004-06-01,23377,771905,49177,0.0,409183,515704,344984,6.37,0.0,66.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045436.0,8223.0,62938.0,13174.0,99969.0
1373,5836,台北富邦銀,2004-09-01,23377,713829,50405,0.0,365811,505223,305915,7.06,0.0,60.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994084.0,9690.0,59152.0,12944.0,105209.0
1374,5836,台北富邦銀,2004-12-01,23377,704463,51541,5416.0,374169,492203,317907,7.32,0.77,64.59,5083.0,5339.0,0.0,0.0,0.0,1.65,2825.0,999636.0,237137.0,55520.0,11724.0,108689.0
1375,5836,台北富邦銀,2005-03-01,38131,1059134,86235,3023.0,531293,723745,465729,8.14,0.29,64.35,10985.0,11148.0,0.0,0.0,0.0,2.34,4426.0,1024252.0,11899.0,52883.0,11557.0,109084.0
1376,5836,台北富邦銀,2005-06-01,28131,1023528,76016,5906.0,558030,733516,497700,7.43,0.58,67.85,8717.0,9116.0,0.0,0.0,0.0,1.8,4624.0,1021264.0,15001.0,49634.0,11967.0,115018.0
1377,5836,台北富邦銀,2005-09-01,28131,1004254,79058,9085.0,568882,728525,509006,7.87,0.9,69.87,9052.0,11371.0,9537.0,1834.0,518058.0,2.19,4800.0,1002517.0,12026.0,48733.0,11925.0,124280.0
1378,5836,台北富邦銀,2005-12-01,28131,1012170,80224,10422.0,604791,733548,545728,7.93,1.03,74.4,11353.0,13489.0,11633.0,1857.0,557081.0,2.42,5454.0,1010177.0,17845.0,46600.0,10407.0,133731.0
1379,5836,台北富邦銀,2006-03-01,28131,997520,77521,1620.0,640614,743221,581018,7.77,0.16,78.18,12843.0,14356.0,13200.0,1156.0,593861.0,2.42,7862.0,997526.0,16089.0,43517.0,10693.0,141552.0
1380,5836,台北富邦銀,2006-06-01,28131,1076842,70921,890.0,624917,759578,564469,6.59,0.08,74.31,10421.0,13703.0,10738.0,2965.0,574890.0,2.38,6444.0,1076862.0,15356.0,46146.0,13361.0,155615.0
1381,5836,台北富邦銀,2006-09-01,39627,1122683,70672,-491.0,646819,767254,589599,6.29,-0.04,76.85,9392.0,14100.0,11128.0,2972.0,598991.0,2.35,6503.0,1122683.0,20635.0,43965.0,14420.0,172505.0
1382,5836,台北富邦銀,2006-12-01,39627,1118886,71474,-173.0,664694,802964,607445,6.39,-0.02,75.65,10539.0,12003.0,11186.0,817.0,617984.0,1.94,7005.0,1118889.0,27500.0,41715.0,13453.0,188643.0
1383,5836,台北富邦銀,2007-03-01,39627,1103726,72772,1000.0,707851,818559,656547,6.59,0.09,80.21,8801.0,10070.0,8937.0,1133.0,665348.0,1.51,5649.0,1103726.0,24207.0,39192.0,15462.0,203048.0
1384,5836,台北富邦銀,2007-06-01,39627,1125610,74216,2358.0,683948,820649,635734,6.59,0.21,77.47,7371.0,9073.0,8083.0,989.0,643105.0,1.41,5034.0,1125610.0,24039.0,36543.0,16808.0,224476.0
1385,5836,台北富邦銀,2007-09-01,39627,1175705,77223,5030.0,719288,818000,668648,6.57,0.43,81.74,8297.0,8787.0,8346.0,441.0,676945.0,1.3,4487.0,1175705.0,18124.0,37748.0,15444.0,245624.0
1386,5836,台北富邦銀,2007-12-01,39627,1144145,75951,4231.0,717178,835647,654634,6.64,0.37,78.34,7643.0,7885.0,7646.0,238.0,662278.0,1.19,5308.0,1144145.0,331351.0,50325.0,17055.0,253510.0
1387,5836,台北富邦銀,2008-03-01,39627,1211501,79440,2408.0,763218,888850,703536,6.56,0.2,79.15,7237.0,7422.0,7233.0,188.0,710773.0,1.04,5341.0,1211500.0,665991.0,48860.0,17773.0,423605.0
1388,5836,台北富邦銀,2008-06-01,39627,1231091,77845,4740.0,784046,925314,717346,6.32,0.39,77.52,5990.0,6118.0,6022.0,97.0,723337.0,0.85,4830.0,1231091.0,686289.0,56633.0,18085.0,395287.0
1389,5836,台北富邦銀,2008-09-01,43590,1258938,79048,6128.0,819359,937481,751025,6.28,0.49,80.11,5361.0,5435.0,5360.0,75.0,756386.0,0.72,4416.0,1258938.0,677530.0,59029.0,15264.0,380117.0
1390,5836,台北富邦銀,2008-12-01,43590,1258322,81118,7691.0,825828,983549,752384,6.45,0.61,76.5,5885.0,6013.0,5928.0,85.0,758269.0,0.79,4535.0,1258322.0,687201.0,64936.0,10681.0,371786.0
1391,5836,台北富邦銀,2009-03-01,43590,1255181,83079,1972.0,866973,1016240,796556,6.62,0.16,78.38,5672.0,5873.0,5774.0,99.0,802227.0,0.73,4642.0,1255181.0,681237.0,61234.0,9971.0,399803.0
1392,5836,台北富邦銀,2009-06-01,43590,1311359,79470,3693.0,867982,1024742,805622,6.06,0.28,78.62,5152.0,5342.0,5305.0,37.0,810774.0,0.66,4288.0,1311359.0,704895.0,54604.0,11424.0,373850.0
1393,5836,台北富邦銀,2009-09-01,47949,1357146,81060,4913.0,899744,1060463,827141,5.97,0.36,78.0,4748.0,5375.0,5345.0,29.0,831888.0,0.65,4078.0,1357146.0,662697.0,64937.0,11861.0,366467.0
1394,5836,台北富邦銀,2009-12-01,47949,1384375,81950,5798.0,908205,1107299,831894,5.92,0.42,75.13,3844.0,4457.0,4418.0,40.0,835739.0,0.53,4975.0,1384376.0,675699.0,69247.0,10337.0,356254.0
1395,5836,台北富邦銀,2010-03-01,47949,1440427,84674,2237.0,957390,1125928,881232,5.88,0.16,78.27,4136.0,4188.0,4168.0,20.0,885367.0,0.47,5205.0,1440427.0,682814.0,68675.0,10394.0,346857.0
1396,5836,台北富邦銀,2010-06-01,48993,1448260,82640,4865.0,987619,1140276,858942,5.71,0.34,75.33,3521.0,3639.0,3621.0,18.0,862464.0,0.42,5231.0,1448260.0,654753.0,73186.0,12157.0,307613.0
1397,5836,台北富邦銀,2010-09-01,48993,1484445,85046,7154.0,1018971,1156894,859849,5.73,0.48,74.32,3226.0,3319.0,3311.0,8.0,863075.0,0.38,5285.0,1484445.0,652812.0,77121.0,12403.0,292583.0
1398,5836,台北富邦銀,2010-12-01,48993,1538526,85664,7726.0,993688,1196107,863585,5.57,0.5,72.2,2697.0,2754.0,2737.0,17.0,866282.0,0.32,5446.0,1538526.0,665802.0,76084.0,13434.0,350572.0
1399,5836,台北富邦銀,2011-03-01,48993,1529209,89243,3307.0,1022902,1161499,914328,5.84,0.22,78.72,2006.0,2014.0,2006.0,8.0,916333.0,0.22,5408.0,1529209.0,700892.0,75746.0,14744.0,312004.0
1400,5836,台北富邦銀,2011-06-01,51093,1519232,90003,7079.0,1027951,1154873,908033,5.92,0.47,78.63,2099.0,2104.0,2099.0,5.0,910132.0,0.23,5482.0,1519232.0,765543.0,76117.0,15188.0,315011.0
1401,5836,台北富邦銀,2011-09-01,51093,1558178,92708,10140.0,1055074,1174710,933870,5.95,0.65,79.5,2391.0,2398.0,2391.0,7.0,936261.0,0.26,6266.0,1558178.0,783884.0,81069.0,13166.0,312621.0
1402,5836,台北富邦銀,2011-12-01,51093,1543702,93715,10723.0,1073527,1188298,958944,6.07,0.69,80.7,2373.0,2496.0,2374.0,123.0,961318.0,0.26,8377.0,1543702.0,791054.0,75733.0,10291.0,307234.0
1403,5836,台北富邦銀,2012-03-01,51093,1662234,95419,4514.0,1130680,1288645,1015915,5.74,0.27,78.84,2339.0,2449.0,2345.0,104.0,1018254.0,0.24,8325.0,1662234.0,734883.0,74411.0,10295.0,304111.0
1404,5836,台北富邦銀,2012-06-01,57431,1667849,99196,8472.0,1146016,1270444,1036538,5.95,0.51,81.59,2069.0,2180.0,2075.0,105.0,1038607.0,0.21,8687.0,1667849.0,743148.0,72507.0,10212.0,305727.0
1405,5836,台北富邦銀,2012-09-01,57431,1671065,103161,12549.0,1135539,1265148,1038988,6.17,0.75,82.12,2138.0,2186.0,2146.0,40.0,1041126.0,0.21,8845.0,1671065.0,823410.0,66320.0,10226.0,304761.0
1406,5836,台北富邦銀,2012-12-01,57431,1633239,105404,15162.0,1127182,1251669,1035102,6.45,0.93,82.7,1232.0,1282.0,1238.0,44.0,1036334.0,0.12,8924.0,1633239.0,822566.0,61053.0,8447.0,308911.0
1407,5836,台北富邦銀,2013-03-01,61231,1719526,117070,4327.0,1150356,1267958,1068239,6.81,0.25,84.25,1267.0,1305.0,1278.0,27.0,1069506.0,0.12,9031.0,1719526.0,763537.0,60093.0,10408.0,305455.0
1408,5836,台北富邦銀,2013-06-01,76450,1725248,121672,9824.0,1157532,1308087,1075384,7.05,0.57,82.21,1141.0,1202.0,1178.0,23.0,1076525.0,0.11,9495.0,1725248.0,869617.0,55365.0,9874.0,299938.0
1409,5836,台北富邦銀,2013-09-01,76450,1783952,121467,10807.0,1217901,1321863,1121000,6.81,0.61,84.8,1003.0,1253.0,1040.0,213.0,1122004.0,0.11,13385.0,1783952.0,858655.0,50364.0,11178.0,286931.0
1410,5836,台北富邦銀,2013-12-01,82066,1846362,133094,14313.0,1218006,1354316,1115314,7.21,0.78,82.35,1093.0,1357.0,1130.0,227.0,1116407.0,0.12,13218.0,1846362.0,918143.0,46562.0,10095.0,294694.0
1411,5836,台北富邦銀,2014-03-01,83606,1888032,141135,6658.0,1265050,1384509,1148931,7.48,0.35,82.98,842.0,1091.0,879.0,211.0,1149773.0,0.09,13207.0,1888032.0,831011.0,51102.0,11197.0,297979.0
1412,5836,台北富邦銀,2014-06-01,89177,1899607,142646,11734.0,1274192,1371890,1151908,7.51,0.62,83.97,788.0,1023.0,822.0,201.0,1152697.0,0.09,13509.0,1899608.0,822137.0,49352.0,11017.0,296859.0
1413,5836,台北富邦銀,2014-09-01,89177,1981436,148955,19088.0,1247846,1364444,1136156,7.52,0.96,83.27,2065.0,2315.0,2111.0,205.0,1138222.0,0.2,13650.0,1981436.0,872411.0,39360.0,12216.0,311799.0
1414,5836,台北富邦銀,2014-12-01,89177,1941523,151335,21019.0,1237206,1382473,1129978,7.79,1.08,81.74,1699.0,1963.0,1744.0,219.0,1131678.0,0.17,15483.0,1941523.0,869103.0,39969.0,9883.0,316083.0
1415,5836,台北富邦銀,2015-03-01,89177,1960934,155839,5355.0,1267787,1421077,1167891,7.95,0.27,82.18,1084.0,1330.0,1128.0,202.0,1168975.0,0.11,14575.0,1960934.0,717901.0,38862.0,12038.0,317413.0
1416,5836,台北富邦銀,2015-06-01,98039,1961739,157342,11518.0,1239280,1456074,1150989,8.02,0.59,79.05,1011.0,1259.0,1063.0,196.0,1152000.0,0.11,14018.0,1961739.0,683445.0,34792.0,8467.0,318876.0
1417,5836,台北富邦銀,2015-09-01,98039,2222134,163715,17028.0,1253160,1507983,1167870,7.37,0.77,77.45,1102.0,1351.0,1145.0,206.0,1168972.0,0.12,13965.0,2222134.0,681505.0,35022.0,9404.0,326311.0
1418,5836,台北富邦銀,2015-12-01,98039,2108753,165440,19929.0,1242205,1556381,1168862,7.85,0.95,75.1,1540.0,1795.0,1585.0,210.0,1170402.0,0.15,14651.0,2108753.0,651779.0,34538.0,8736.0,336424.0
1419,5836,台北富邦銀,2016-03-01,98039,2045000,170572,5628.0,1217000,1540336,1156552,8.34,0.28,75.08,1630.0,2029.0,1669.0,360.0,1158182.0,0.18,14543.0,2045000.0,649488.0,35776.0,7963.0,330811.0
1420,5836,台北富邦銀,2016-06-01,106518,2085824,170370,9866.0,1209766,1573652,1152992,8.17,0.47,73.27,1757.0,2128.0,1930.0,198.0,1154748.0,0.18,14449.0,2085824.0,638264.0,37208.0,7046.0,332840.0
1421,5836,台北富邦銀,2016-09-01,106518,2087522,173538,14511.0,1176740,1620060,1128559,8.31,0.7,69.66,1705.0,2161.0,2107.0,54.0,1130263.0,0.19,14331.0,2087518.0,647290.0,30415.0,8536.0,329127.0
1422,5836,台北富邦銀,2016-12-01,106518,2138738,174573,16963.0,1177126,1655515,1122580,8.16,0.79,67.81,2180.0,2249.0,2215.0,34.0,1124760.0,0.2,14666.0,2138742.0,681314.0,32090.0,8893.0,337076.0
1423,5836,台北富邦銀,2017-03-01,106518,2154683,177625,4951.0,1183028,1657470,1133419,8.24,0.23,68.38,2174.0,2296.0,2209.0,87.0,1135593.0,0.2,14739.0,2154685.0,607349.0,32840.0,10242.0,339967.0
1424,5836,台北富邦銀,2017-06-01,106518,2249947,172414,9821.0,1197681,1744958,1148120,7.66,0.44,65.8,2100.0,2324.0,2137.0,187.0,1150220.0,0.2,15286.0,2249946.0,623576.0,30759.0,7558.0,363918.0
1425,5836,台北富邦銀,2017-09-01,106518,2267343,177298,15444.0,1205807,1733761,1153807,7.82,0.68,66.55,1798.0,1928.0,1815.0,112.0,1155605.0,0.17,15370.0,2267348.0,631359.0,30942.0,9145.0,381196.0
1426,5836,台北富邦銀,2017-12-01,106518,2392534,179831,18736.0,1263161,1842773,1212296,7.52,0.78,65.79,1976.0,2112.0,1993.0,119.0,1214271.0,0.17,16142.0,2392541.0,606877.0,29397.0,10409.0,378194.0
1427,5836,台北富邦銀,2018-03-01,106518,2386282,183795,5851.0,1258864,1796276,1212799,7.7,0.25,67.52,2299.0,2573.0,2475.0,98.0,1215098.0,0.21,16144.0,2386284.0,587370.0,29016.0,9338.0,392449.0
1428,5836,台北富邦銀,2018-06-01,106518,2472063,178232,12089.0,1288400,1801970,1240112,7.21,0.49,68.82,2206.0,2460.0,2386.0,74.0,1242318.0,0.2,16453.0,2472064.0,599318.0,27531.0,9709.0,401054.0
1429,5836,台北富邦銀,2018-09-01,106518,2417438,182624,17864.0,1287376,1785303,1234121,7.55,0.74,69.13,2102.0,2368.0,2282.0,86.0,1236223.0,0.19,16438.0,2417435.0,626081.0,22658.0,9923.0,400621.0
1430,5836,台北富邦銀,2018-12-01,106518,2443596,185799,21646.0,1299494,1798179,1248868,7.6,0.89,69.45,1861.0,2120.0,2039.0,81.0,1250729.0,0.17,16632.0,2443593.0,606403.0,27845.0,8296.0,389335.0
1431,5836,台北富邦銀,2019-03-01,106518,2434423,192608,7141.0,1257340,1775217,1211163,7.91,0.29,68.23,1844.0,2162.0,2032.0,130.0,1213007.0,0.18,16582.0,2434422.0,623097.0,26887.0,8988.0,406134.0
1432,5836,台北富邦銀,2019-06-01,112348,2508941,191860,12938.0,1350633,1862098,1302068,7.65,0.52,69.92,2162.0,2464.0,2324.0,140.0,1304231.0,0.19,16947.0,2508945.0,674808.0,25675.0,7579.0,423255.0
1433,5836,台北富邦銀,2019-09-01,112348,2511623,196629,19711.0,1352148,1861346,1303507,7.83,0.78,70.03,2257.0,2555.0,2419.0,137.0,1305764.0,0.2,16874.0,2511625.0,704222.0,25267.0,5614.0,441711.0
1434,5836,台北富邦銀,2019-12-01,112348,2637171,199680,23542.0,1338159,1951888,1295010,7.57,0.89,66.35,2243.0,2424.0,2270.0,154.0,1297254.0,0.19,17193.0,2637172.0,732289.0,22741.0,5360.0,439981.0
1435,5836,台北富邦銀,2020-03-01,112348,2762635,202546,4779.0,1396868,2019837,1353725,7.33,0.17,67.02,3067.0,3275.0,3089.0,187.0,1356792.0,0.24,18106.0,2762637.0,696361.0,23553.0,6865.0,471657.0
1436,5836,台北富邦銀,2020-06-01,119124,2763452,202145,11305.0,1436633,2024864,1395704,7.31,0.41,68.93,2353.0,2591.0,2376.0,215.0,1398058.0,0.19,17947.0,2763455.0,687616.0,18579.0,7192.0,509366.0
1437,5836,台北富邦銀,2020-09-01,119124,2739527,207828,17404.0,1449181,2068149,1411033,7.59,0.64,68.23,2276.0,2506.0,2296.0,210.0,1413309.0,0.18,18298.0,2739523.0,693754.0,16742.0,6171.0,526865.0
1438,5836,台北富邦銀,2020-12-01,122562,2809453,219121,21226.0,1465754,2131853,1425970,7.8,0.76,66.89,1936.0,2317.0,2077.0,240.0,1427906.0,0.16,17992.0,2809454.0,753055.0,19155.0,7186.0,514499.0
1439,5836,台北富邦銀,2021-03-01,122562,2880661,225659,5631.0,1523289,2139162,1469839,7.83,0.2,68.71,2483.0,2748.0,2499.0,249.0,1472322.0,0.19,18489.0,2880662.0,779848.0,22035.0,9202.0,563279.0
1440,5836,台北富邦銀,2021-06-01,122562,2865138,216047,10629.0,1573158,2192731,1531937,7.54,0.37,69.86,2125.0,3005.0,2697.0,308.0,1534062.0,0.2,19062.0,2865137.0,788691.0,20955.0,9941.0,581249.0
1441,5836,台北富邦銀,2021-09-01,122562,3038178,220779,16409.0,1649558,2393747,1606077,7.27,0.54,67.09,2666.0,2971.0,2682.0,289.0,1608743.0,0.18,19995.0,3038175.0,736932.0,18455.0,9107.0,596094.0
1442,5836,台北富邦銀,2021-12-01,122562,3138331,226491,21383.0,1648570,2472260,1605945,7.22,0.68,64.96,2322.0,2638.0,2334.0,304.0,1608267.0,0.16,20039.0,3138329.0,839839.0,20451.0,9432.0,597591.0
1443,5836,台北富邦銀,2022-03-01,122562,3240185,233020,7984.0,1701546,2582617,1656398,7.19,0.25,64.14,2368.0,2865.0,2379.0,487.0,1658766.0,0.17,20800.0,3240186.0,865548.0,22304.0,11414.0,631371.0
1444,5836,台北富邦銀,2022-06-01,129774,3261811,225358,13967.0,1768744,2631027,1718141,6.91,0.43,65.3,2169.0,2831.0,2551.0,279.0,1720310.0,0.16,21244.0,3261808.0,910978.0,24116.0,9325.0,646718.0
1445,5836,台北富邦銀,2022-09-01,129774,3385625,229973,22076.0,1769719,2692748,1717792,6.79,0.65,63.79,2498.0,2827.0,2507.0,320.0,1720289.0,0.16,21482.0,3385623.0,941792.0,25729.0,8692.0,674367.0
1446,5836,台北富邦銀,2022-12-01,129774,3334782,235813,26986.0,1755049,2709407,1705682,7.07,0.81,62.95,2557.0,3174.0,2566.0,608.0,1708239.0,0.19,22275.0,3334785.0,893818.0,24335.0,7490.0,677600.0
1447,5836,台北富邦銀,2023-03-01,129774,3380470,245970,8258.0,1778218,2738784,1723780,7.28,0.24,62.94,1958.0,2362.0,1966.0,396.0,1725738.0,0.14,22002.0,3380471.0,863137.0,27086.0,8222.0,688052.0
1448,5836,台北富邦銀,2023-06-01,143271,3700291,271565,15498.0,2005581,2994620,1954690,7.34,0.42,65.27,2180.0,2323.0,2188.0,135.0,1956870.0,0.12,24855.0,3700292.0,912051.0,25295.0,8209.0,771674.0
1449,5836,台北富邦銀,2023-09-01,143271,3770882,280885,23781.0,2061285,3029347,2004021,7.45,0.63,66.15,2151.0,2284.0,2158.0,126.0,2006172.0,0.11,26202.0,3770882.0,881044.0,26390.0,8061.0,897178.0
1450,5838,華銀,2002-12-01,37091,1355465,49656,0.0,881124,1074274,778562,3.66,-2.01,72.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290088.0,20328.0,57280.0,33524.0,25140.0
1451,5838,華銀,2003-03-01,37091,1329123,51825,0.0,854317,1057974,751893,3.9,0.0,71.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274448.0,22131.0,56707.0,40755.0,31204.0
1452,5838,華銀,2003-06-01,37091,1357453,53944,0.0,905954,1085867,799503,3.97,0.0,73.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1304757.0,20617.0,63718.0,35546.0,42124.0
1453,5838,華銀,2003-09-01,37091,1361993,56070,0.0,877753,1082704,766338,4.12,0.0,70.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318765.0,23559.0,69144.0,39387.0,55923.0
1454,5838,華銀,2003-12-01,37091,1467877,58675,0.0,948060,1131780,838330,4.0,0.61,74.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405281.0,26540.0,69973.0,44975.0,68835.0
1455,5838,華銀,2004-03-01,37091,1488200,61026,0.0,934800,1141643,828267,4.1,0.0,72.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436961.0,24993.0,69612.0,48273.0,73660.0
1456,5838,華銀,2004-06-01,37091,1513839,59909,0.0,953202,1145242,848548,3.96,0.0,74.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448331.0,27242.0,69610.0,43011.0,90221.0
1457,5838,華銀,2004-09-01,37091,1527808,62344,0.0,953238,1186234,849490,4.08,0.0,71.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488865.0,27915.0,71019.0,50992.0,90924.0
1458,5838,華銀,2004-12-01,37091,1582710,65018,13130.0,973233,1216497,874126,4.11,0.83,71.86,20142.0,20343.0,0.0,0.0,0.0,2.27,8444.0,1518006.0,59692.0,70138.0,46205.0,95335.0
1459,5838,華銀,2005-03-01,37091,1557151,67331,3029.0,962453,1208122,864510,4.32,0.19,71.56,20915.0,19696.0,0.0,0.0,0.0,2.22,7720.0,1512659.0,61417.0,69295.0,48739.0,96577.0
1460,5838,華銀,2005-06-01,37091,1552507,66820,6064.0,982662,1221112,887355,4.3,0.39,72.67,21294.0,19135.0,0.0,0.0,0.0,2.11,7535.0,1509274.0,60135.0,65431.0,42487.0,98704.0
1461,5838,華銀,2005-09-01,37091,1579568,68973,8848.0,971434,1238392,878378,4.37,0.56,70.93,21403.0,21252.0,20119.0,1132.0,899781.0,2.36,8907.0,1534643.0,58001.0,63986.0,47552.0,120463.0
